epoch;train_Total;train_MSE (Pos.) (x 100.0);train_NLL (Class) (x 1.0);train_NLL (Edge) (x 1.0);val_Total;val_MSE (Pos.) (x 100.0);val_NLL (Class) (x 1.0);val_NLL (Edge) (x 1.0)
15;1.8550979596972466;0.013442582427756861;0.493675095807761;0.017164621286708096;1.819474561461087;0.0132083875724747;0.477730946115468;0.02090485911283414
16;1.8399335254132747;0.013381260953145102;0.4844642423627277;0.017343189391260238;1.8639152339552116;0.013261314026307666;0.5182695085185579;0.019514324522685964
17;1.8263575091361999;0.01332325446465984;0.47744229788705705;0.016589766285726608;1.8080270354715602;0.013103256662511664;0.48327809004769334;0.014423276417948654
18;1.8106481321950754;0.01326593392676053;0.4677498992209633;0.016304838084992602;1.794558454131794;0.013009345520572594;0.475128642566826;0.018495260985022566
19;1.8035462259848913;0.013221223482862116;0.4653109524746736;0.016112926176171945;1.7825361340120993;0.012970467589549842;0.47152041046247667;0.013968965742600634
20;1.7943812834024429;0.01317673211513708;0.46060150339330236;0.016106570065217055;1.7657674567095343;0.012886712383450955;0.4621264628138857;0.014969752675710027
21;1.7835378156900406;0.01314172593015246;0.4537541959757606;0.015611028056263725;1.7652268935179245;0.012849849622244242;0.4638017049168182;0.01644022717529219
22;1.7752864878177643;0.013097003467769052;0.45003371008113024;0.015552432583988775;1.7642229684646697;0.013029079667866409;0.44364167842595115;0.01767332782478259
23;1.7659152643779914;0.013041053682488079;0.4461182537848751;0.01569164300813645;1.7569121740747249;0.012869352656325836;0.4534453122780241;0.016531594530724666
24;1.7565179507931072;0.013009721871698274;0.4394040546336522;0.016141709409256615;1.7315162568614222;0.012835053639064753;0.43480849249296816;0.01320239753610555
25;1.7475645567079385;0.012975247145242369;0.43435835085374613;0.01568149231811708;1.711730496815477;0.012718732299833283;0.4258484416815831;0.014008824750060662
26;1.7391889171202977;0.012933567897959923;0.43087291426832475;0.014959214049450869;1.7397218865790647;0.012807691402766837;0.4449248403712906;0.01402790602435783
27;1.733779672563076;0.012905607730771105;0.4280693368955205;0.01514956448473822;1.7522554084815007;0.01292043523178778;0.4457109848084836;0.014500900404756862
28;1.728660685857137;0.012865515135228633;0.42733564078435304;0.014773531248841664;1.6964668879087181;0.012633275260905857;0.42051117373504737;0.012628195613559483
29;1.7209390780329705;0.012833373936048399;0.4234372329041362;0.014164452970763401;1.7074744306404195;0.012628090392652972;0.43045943288476035;0.014205961116235342
30;1.7150230603814125;0.012802272572880611;0.42046514626840753;0.014330656891112084;1.7139937130586318;0.012539463183344125;0.4452134721997617;0.014833923974249395
31;1.706137027492126;0.012769390115281568;0.41551015959928433;0.013687856464465843;1.6883748869845892;0.012565835596884655;0.4128280540389278;0.018963270325541275
32;1.7024391255378724;0.012748009173975637;0.4136641204170883;0.013974088880048688;1.668878232074463;0.012496822424975783;0.4063757419016497;0.012820246685677439
33;1.6953092442154885;0.012721095855891084;0.4096120503563434;0.013587608512052004;1.670205553432276;0.012512450695674549;0.4051720037207432;0.01378847915055513
34;1.695315565317869;0.012690811634529382;0.4123144571936379;0.013919945893697635;1.7109385051469932;0.012728667643474138;0.42221356274886823;0.01585817897126696
35;1.6893807696402072;0.012666432202871268;0.40883955143516265;0.013897998862094633;1.6902649982579645;0.012666290292915688;0.4107166490611108;0.012919322566332688
36;1.6779342190623283;0.012631131554643312;0.4011882872469723;0.013632778499409597;1.6546757648373651;0.012366157638766374;0.40525190728804517;0.012808093976486455
37;1.6782891261180242;0.01261346685909666;0.4033527737241238;0.01358966696490188;1.6694326241691966;0.012504337967067644;0.4047866493039045;0.014212177021013024
38;1.6734081875483195;0.012586128945928067;0.4010848685006301;0.013710424776708655;1.6605434866323285;0.012418642624754688;0.40370898924466375;0.01497023483638207
39;1.66585954028368;0.012562781017816936;0.39647728895458084;0.013104153044117993;1.6551610017823672;0.012454711939620115;0.395592518876875;0.014097290938565904
40;1.6642162603636583;0.01253788110986352;0.3972744274288416;0.0131537221080492;1.6357026988419814;0.0123062905997898;0.39426558540723494;0.010808056811207467
41;1.660921226332585;0.012525640652980655;0.39523387780040503;0.013123284139899927;1.6567727749136791;0.01242045570874232;0.4023131519511364;0.012414056420510761
42;1.6574079283475875;0.012501115701704596;0.39413964456506073;0.013156714742565176;1.6353765110383327;0.012309858104216864;0.3919756257071577;0.01241507503849219
43;1.6565336780150732;0.012484750183842456;0.39518240871528787;0.012876250536489617;1.6662327640953807;0.012515277983662651;0.40101878676770153;0.013686179730445721
44;1.6503144340117772;0.012469432993248725;0.39066806912918883;0.012703065452224716;1.644079932476627;0.012257523915689924;0.40398244025825203;0.014345106045241472
45;1.647188369423151;0.012451969989575446;0.3890718719785412;0.012919498315114955;1.6280596393874025;0.012404415657327719;0.3744269819117558;0.013191087720622892
46;1.6441360538303853;0.012439925887311498;0.38720731718527773;0.012936149564784803;1.6246080325282495;0.012240070407034486;0.387866731470582;0.012734262857617475
47;1.6408110858599345;0.012421600698881471;0.38614644461435577;0.012504572793150905;1.662143895829814;0.012480910177687475;0.4004817944371897;0.013571086632264391
48;1.6397575900157293;0.012411282288764293;0.38599285075813533;0.012636512067858045;1.6418301931385515;0.012334309747328107;0.3967495178175473;0.011649703709775602
49;1.6372461981872717;0.012387047252540166;0.38564054111950097;0.012900931880435564;1.6230498213639324;0.012199244373289496;0.3910408346917944;0.012084550750780666
50;1.6337679892579715;0.01237370966336069;0.3836483327606693;0.012748691019744001;1.643686460769516;0.012294582556933165;0.4000124875037209;0.014215718131252062
